data_owner_slug,data_owner_agency,data_owner_city,data_owner_state,agency_with_access_slug,agency_with_access,agency_with_access_city,agency_with_access_state,relationship,owner_portal_url,source,source_generated_at
herrin-il-pd,Herrin IL PD,Herrin,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/herrin-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
herrin-il-pd,Herrin IL PD,Herrin,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/herrin-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
herrin-il-pd,Herrin IL PD,Herrin,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/herrin-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
herrin-il-pd,Herrin IL PD,Herrin,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/herrin-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hinckley-il-pd,Hinckley IL PD,Hinckley,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hinckley-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hinckley-il-pd,Hinckley IL PD,Hinckley,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hinckley-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hinckley-il-pd,Hinckley IL PD,Hinckley,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hinckley-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hinckley-il-pd,Hinckley IL PD,Hinckley,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hinckley-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hinckley-il-pd,Hinckley IL PD,Hinckley,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hinckley-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hudson-wi-pd,Hudson WI PD,Hudson,WI,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hudson-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hudson-wi-pd,Hudson WI PD,Hudson,WI,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hudson-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hudson-wi-pd,Hudson WI PD,Hudson,WI,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hudson-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hudson-wi-pd,Hudson WI PD,Hudson,WI,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hudson-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
inverness-il-pd,Inverness IL PD,Inverness,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/inverness-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
inverness-il-pd,Inverness IL PD,Inverness,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/inverness-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
inverness-il-pd,Inverness IL PD,Inverness,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/inverness-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
inverness-il-pd,Inverness IL PD,Inverness,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/inverness-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
inverness-il-pd,Inverness IL PD,Inverness,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/inverness-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
junction-city-ks-pd,Junction City KS PD,Junction City,KS,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/junction-city-ks-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
kane-county-il-so,Kane County IL SO,Kane County,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/kane-county-il-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
kane-county-il-so,Kane County IL SO,Kane County,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/kane-county-il-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
kane-county-il-so,Kane County IL SO,Kane County,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/kane-county-il-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
kane-county-il-so,Kane County IL SO,Kane County,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/kane-county-il-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
kane-county-il-so,Kane County IL SO,Kane County,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/kane-county-il-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
kildeer-il-pd,Kildeer IL PD,Kildeer,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/kildeer-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
kildeer-il-pd,Kildeer IL PD,Kildeer,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/kildeer-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
kildeer-il-pd,Kildeer IL PD,Kildeer,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/kildeer-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
kildeer-il-pd,Kildeer IL PD,Kildeer,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/kildeer-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
kildeer-il-pd,Kildeer IL PD,Kildeer,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/kildeer-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
knox-county-il-so,Knox County IL SO,Knox County,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/knox-county-il-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
knox-county-il-so,Knox County IL SO,Knox County,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/knox-county-il-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
knox-county-il-so,Knox County IL SO,Knox County,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/knox-county-il-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
knox-county-il-so,Knox County IL SO,Knox County,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/knox-county-il-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
knox-county-il-so,Knox County IL SO,Knox County,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/knox-county-il-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
knox-county-il-so,Knox County IL SO,Knox County,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/knox-county-il-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lake-city-mn-pd,Lake City MN PD,Lake City,MN,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/lake-city-mn-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
liberty-mo-pd,Liberty MO PD,Liberty,MO,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/liberty-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
liberty-mo-pd,Liberty MO PD,Liberty,MO,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/liberty-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lithopolis-oh-pd,Lithopolis OH PD,Lithopolis,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/lithopolis-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lithopolis-oh-pd,Lithopolis OH PD,Lithopolis,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/lithopolis-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lithopolis-oh-pd,Lithopolis OH PD,Lithopolis,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/lithopolis-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lithopolis-oh-pd,Lithopolis OH PD,Lithopolis,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/lithopolis-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
logan-county-ky-so,Logan County KY SO,Logan County,KY,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/logan-county-ky-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
logan-county-ky-so,Logan County KY SO,Logan County,KY,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/logan-county-ky-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
logan-county-ky-so,Logan County KY SO,Logan County,KY,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/logan-county-ky-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lombard-il-pd,Lombard IL PD,Lombard,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/lombard-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lombard-il-pd,Lombard IL PD,Lombard,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/lombard-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lombard-il-pd,Lombard IL PD,Lombard,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/lombard-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lombard-il-pd,Lombard IL PD,Lombard,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/lombard-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lombard-il-pd,Lombard IL PD,Lombard,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/lombard-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lombard-il-pd,Lombard IL PD,Lombard,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/lombard-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
manchester-mo-pd,Manchester MO PD,Manchester,MO,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/manchester-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
manteno-il-pd,Manteno IL PD,Manteno,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/manteno-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
manteno-il-pd,Manteno IL PD,Manteno,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/manteno-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
manteno-il-pd,Manteno IL PD,Manteno,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/manteno-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
manteno-il-pd,Manteno IL PD,Manteno,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/manteno-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
manteno-il-pd,Manteno IL PD,Manteno,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/manteno-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
manteno-il-pd,Manteno IL PD,Manteno,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/manteno-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marathon-county-wi-so,Marathon County WI SO,Marathon County,WI,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marathon-county-wi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marathon-county-wi-so,Marathon County WI SO,Marathon County,WI,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marathon-county-wi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marathon-county-wi-so,Marathon County WI SO,Marathon County,WI,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marathon-county-wi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marathon-county-wi-so,Marathon County WI SO,Marathon County,WI,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marathon-county-wi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marathon-county-wi-so,Marathon County WI SO,Marathon County,WI,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marathon-county-wi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marion-county-oh-so,Marion County OH SO,Marion County,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marion-county-oh-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marion-county-oh-so,Marion County OH SO,Marion County,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marion-county-oh-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marion-county-oh-so,Marion County OH SO,Marion County,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marion-county-oh-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marseilles-il-pd,Marseilles IL PD,Marseilles,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marseilles-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marseilles-il-pd,Marseilles IL PD,Marseilles,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marseilles-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marseilles-il-pd,Marseilles IL PD,Marseilles,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marseilles-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marseilles-il-pd,Marseilles IL PD,Marseilles,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marseilles-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marseilles-il-pd,Marseilles IL PD,Marseilles,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marseilles-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marshall-il-pd,Marshall IL PD,Marshall,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marshall-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
marshall-il-pd,Marshall IL PD,Marshall,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/marshall-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
maryville-tn-pd,Maryville TN PD,Maryville,TN,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/maryville-tn-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
maryville-tn-pd,Maryville TN PD,Maryville,TN,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/maryville-tn-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
maryville-tn-pd,Maryville TN PD,Maryville,TN,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/maryville-tn-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
mchenry-il-pd,McHenry IL PD,McHenry,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/mchenry-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
mchenry-il-pd,McHenry IL PD,McHenry,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/mchenry-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
mchenry-il-pd,McHenry IL PD,McHenry,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/mchenry-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
mchenry-il-pd,McHenry IL PD,McHenry,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/mchenry-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
mchenry-il-pd,McHenry IL PD,McHenry,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/mchenry-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
metamora-il-pd,Metamora IL PD,Metamora,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/metamora-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
metamora-il-pd,Metamora IL PD,Metamora,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/metamora-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
metamora-il-pd,Metamora IL PD,Metamora,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/metamora-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
metamora-il-pd,Metamora IL PD,Metamora,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/metamora-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
metropolis-il-pd,Metropolis IL PD,Metropolis,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/metropolis-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
metropolis-il-pd,Metropolis IL PD,Metropolis,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/metropolis-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
metropolis-il-pd,Metropolis IL PD,Metropolis,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/metropolis-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
metropolis-il-pd,Metropolis IL PD,Metropolis,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/metropolis-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
michigan-city-in-pd,Michigan City IN PD,Michigan City,IN,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/michigan-city-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
michigan-city-in-pd,Michigan City IN PD,Michigan City,IN,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/michigan-city-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
michigan-city-in-pd,Michigan City IN PD,Michigan City,IN,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/michigan-city-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
michigan-city-in-pd,Michigan City IN PD,Michigan City,IN,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/michigan-city-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
michigan-city-in-pd,Michigan City IN PD,Michigan City,IN,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/michigan-city-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
michigan-city-in-pd,Michigan City IN PD,Michigan City,IN,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/michigan-city-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
minster-oh-pd,Minster OH PD,Minster,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/minster-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
mitchell-county-nc-so,Mitchell County NC SO,Mitchell County,NC,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/mitchell-county-nc-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
monett-mo-pd,Monett MO PD,Monett,MO,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/monett-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
monona-wi-pd,Monona WI PD,Monona,WI,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/monona-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
monona-wi-pd,Monona WI PD,Monona,WI,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/monona-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
monona-wi-pd,Monona WI PD,Monona,WI,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/monona-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
monona-wi-pd,Monona WI PD,Monona,WI,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/monona-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
morehead-ky-pd,Morehead KY PD,Morehead,KY,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/morehead-ky-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
morehead-ky-pd,Morehead KY PD,Morehead,KY,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/morehead-ky-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
morehead-ky-pd,Morehead KY PD,Morehead,KY,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/morehead-ky-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
morehead-ky-pd,Morehead KY PD,Morehead,KY,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/morehead-ky-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
morton-il-pd,Morton IL PD,Morton,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/morton-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
